task_id,task_description,creation_date,due_date,priority,task_category,assigned_to,estimated_effort_hours,user_preferred_categories,user_current_workload
1119,Schedule interview for Marketer.,2025-04-04,,Low,HR,David,7,Development,6
1120,Organize legal files.,2025-02-18,,Critical,Admin,Jack,4,Admin,8
1121,Manage supplies for Branch A.,2025-01-31,2025-02-16,Medium,Admin,Uma,10,"Finance, Admin",1
1122,Explore trends in finance.,2025-02-14,,High,Research,Hannah,7,Research,1
1123,Schedule meeting with CEO.,2025-03-15,2025-04-11,Low,Admin,Alice,5,Admin,3
1124,Fix bug #155 in auth.,2025-06-14,2025-06-23,Critical,Development,Kevin,10,Development,7
1125,Schedule interview for Marketer.,2025-02-24,2025-03-21,Low,HR,Sam,6,Research,1
1126,Build prototype for blockchain.,2025-02-19,2025-02-25,Medium,Research,Chloe,12,"Research, Support",7
1127,Fix bug #550 in UI.,2025-07-10,2025-08-07,High,Development,Xavier,9,Development,3
1128,Implement login in backend.,2025-05-24,2025-06-23,Critical,Development,Mark,10,"Research, Development",0
1129,Analyze QQ4 campaign data.,2025-05-24,2025-06-09,Low,Marketing,Charlie,1,"Marketing, Admin",4
1130,Optimize search performance.,2025-07-23,2025-07-27,Critical,Development,David,12,Development,6
1131,Manage supplies for Branch A.,2025-05-09,2025-05-20,High,Admin,Kevin,12,Development,7
1132,Write review on ML trends.,2025-02-01,,Medium,Research,Sam,8,Research,1
1133,Draft newsletter on company news.,2025-02-22,2025-03-11,Low,Marketing,Noah,5,"Research, Development",4
1134,Onboard new hire John Doe.,2025-04-06,2025-04-19,Critical,HR,Alex,10,Research,8
1135,Manage supplies for HQ.,2025-02-02,2025-03-01,High,Admin,Henry,9,"Admin, Support",8
1136,Refactor auth module.,2025-04-14,2025-05-13,High,Development,David,3,Development,6
1137,Implement login in backend.,2025-05-05,2025-05-12,Medium,Development,Alex,9,Research,8
1138,Onboard new hire John Doe.,2025-05-28,2025-06-08,Critical,HR,Isaac,2,"Marketing, HR",2
1139,Implement dashboard in backend.,2025-06-01,2025-06-03,Critical,Development,Uma,1,"Finance, Admin",1
1140,Explore trends in tech.,2025-04-10,2025-05-03,Critical,Research,Mark,4,"Research, Development",0
1141,Update travel log for Sarah D..,2025-05-18,2025-06-12,High,Admin,Charlie,1,"Marketing, Admin",4
1142,Optimize search performance.,2025-03-17,2025-03-19,Critical,Development,Kevin,5,Development,7
1143,Follow up with Customer B.,2025-06-19,2025-07-03,Low,Support,Karen,12,Support,7
1144,Implement login in backend.,2025-06-10,2025-06-19,Critical,Development,Yara,4,"Admin, Development",6
1145,Research NLP methods.,2025-06-30,,Medium,Research,Chloe,6,"Research, Support",7
1146,Explore trends in tech.,2025-04-02,2025-04-06,Critical,Research,Quinn,7,Research,2
1147,Fix bug #532 in auth.,2025-05-26,2025-06-23,Critical,Development,Kevin,1,Development,7
1148,Review QQ2 budget report.,2025-02-21,2025-02-25,Medium,Finance,Natalie,6,Finance,7
1149,Fix bug #885 in auth.,2025-03-02,2025-03-26,Critical,Development,Yara,11,"Admin, Development",6
1150,Update records for promotion.,2025-02-19,2025-03-14,High,HR,Jessica,5,HR,7
1151,Research NLP methods.,2025-02-19,2025-03-08,Low,Research,Mia,12,Research,0
1152,Build prototype for blockchain.,2025-05-08,,Medium,Research,Quinn,6,Research,2
1153,Schedule meeting with CTO.,2025-06-20,2025-07-03,Low,Admin,Jack,5,Admin,8
1154,Assist with analytics.,2025-05-15,2025-05-23,Medium,Support,Bob,2,Support,0
1155,Resolve ticket #TKT-5228 on login.,2025-02-03,2025-02-08,Low,Support,Frank,5,"HR, Support",6
1156,Build prototype for edge AI.,2025-02-16,2025-03-06,Low,Research,Quinn,2,Research,2
1157,Organize legal files.,2025-05-16,,High,Admin,Kevin,7,Development,7
1158,Build prototype for blockchain.,2025-03-31,2025-04-02,Medium,Research,Alex,7,Research,8
1159,Audit travel fund expenses.,2025-04-19,2025-05-10,Medium,Finance,Felix,5,Finance,6
1160,Plan HR activity for Q3.,2025-06-21,2025-06-29,Medium,HR,Charlie,7,"Marketing, Admin",4
1161,Reconcile travel fund records.,2025-03-01,2025-03-17,Critical,Finance,Natalie,3,Finance,7
1162,Reconcile petty cash records.,2025-03-03,2025-03-26,Low,Finance,Oscar,10,Finance,2
1163,Plan HR activity for Q2.,2025-04-14,2025-05-03,High,HR,Lily,5,"Research, Support",2
1164,Build prototype for edge AI.,2025-03-09,,Low,Research,Chloe,5,"Research, Support",7
1165,Implement dashboard in backend.,2025-04-24,2025-05-03,Critical,Development,Tina,3,Development,0
1166,Implement login in backend.,2025-03-13,,Medium,Development,Eve,9,"Finance, HR",5
1167,Manage supplies for Branch A.,2025-06-18,2025-07-17,High,Admin,Zoe,2,Admin,1
1168,Process payroll for Feb.,2025-02-26,2025-03-06,High,Finance,Ben,3,Finance,8
1169,Onboard new hire Jane Smith.,2025-04-19,,Critical,HR,Grace,8,Marketing,0
1170,Deploy v1.7 to production.,2025-02-22,,Low,Development,Noah,5,"Research, Development",4
1171,Onboard new hire Jane Smith.,2025-03-18,2025-03-20,Low,HR,Eve,2,"Finance, HR",5
1172,Deploy v1.7 to production.,2025-05-10,2025-05-22,Critical,Development,David,2,Development,6
1173,Assist with analytics.,2025-06-11,,High,Support,Karen,2,Support,7
1174,Reconcile petty cash records.,2025-03-02,2025-03-31,Critical,Finance,Victor,8,"HR, Finance",1
1175,Research NLP methods.,2025-05-12,,High,Research,Mia,7,Research,0
1176,Deploy v1.7 to production.,2025-04-06,2025-04-15,Low,Development,Jessica,6,HR,7
1177,Build prototype for blockchain.,2025-02-11,2025-02-18,High,Research,Noah,6,"Research, Development",4
1178,Deploy v1.7 to production.,2025-04-16,2025-04-19,Critical,Development,Mark,6,"Research, Development",0
1179,Fix bug #885 in UI.,2025-02-12,2025-02-25,Critical,Development,Mark,5,"Research, Development",0
1180,Draft newsletter on company news.,2025-02-15,2025-02-26,High,Marketing,Chloe,6,"Research, Support",7
1181,Research NLP methods.,2025-04-01,2025-04-11,Critical,Research,Kevin,5,Development,7
1182,Update travel log for Sarah D..,2025-06-07,,Critical,Admin,Ivy,3,Admin,4
1183,Follow up with Client A.,2025-03-29,2025-04-13,Low,Support,Karen,8,Support,7
1184,Build prototype for edge AI.,2025-04-13,2025-05-06,Critical,Research,Chloe,4,"Research, Support",7
1185,Update records for address update.,2025-05-26,2025-06-11,High,HR,Victor,8,"HR, Finance",1
1186,Explore trends in finance.,2025-04-27,2025-05-16,High,Research,Rachel,1,"Research, Development",2
1187,Write review on ML trends.,2025-05-06,2025-05-26,High,Research,Chloe,7,"Research, Support",7
1188,Optimize search performance.,2025-02-04,,Low,Development,David,7,Development,6
1189,Optimize search performance.,2025-02-15,,Medium,Development,Emily,3,"HR, Finance",1
1190,Fix bug #595 in auth.,2025-03-19,,Low,Development,Tina,12,Development,0
1191,Optimize search performance.,2025-07-12,2025-08-11,Low,Development,Kevin,11,Development,7
1192,Analyze QQ4 campaign data.,2025-06-23,,Critical,Marketing,Grace,5,Marketing,0
1193,Fix bug #210 in auth.,2025-02-04,2025-03-03,Low,Development,Ivy,9,Admin,4
1194,Schedule meeting with CTO.,2025-03-15,2025-04-08,High,Admin,Uma,6,"Finance, Admin",1
1195,Follow up with Client A.,2025-05-30,,Medium,Support,Lily,1,"Research, Support",2
1196,Research Vision methods.,2025-07-25,,High,Research,Charlie,10,"Marketing, Admin",4
1197,Draft newsletter on company news.,2025-03-13,2025-03-20,Low,Marketing,Lily,10,"Research, Support",2
1198,Write review on ML trends.,2025-04-25,2025-05-15,Low,Research,Alex,6,Research,8
1199,Onboard new hire John Doe.,2025-07-19,2025-08-02,High,HR,Victor,6,"HR, Finance",1
1200,Manage supplies for Branch A.,2025-04-30,2025-05-29,Medium,Admin,Yara,12,"Admin, Development",6
1201,Review QQ4 budget report.,2025-03-26,2025-04-13,Medium,Finance,Felix,8,Finance,6
1202,Review QQ4 budget report.,2025-06-12,,Critical,Finance,Emily,2,"HR, Finance",1
1203,Refactor auth module.,2025-06-03,,Low,Development,Rachel,10,"Research, Development",2
1204,Update records for promotion.,2025-02-03,2025-02-07,High,HR,Frank,9,"HR, Support",6
1205,Resolve ticket #TKT-5106 on login.,2025-06-13,2025-06-29,Critical,Support,Karen,5,Support,7
1206,Resolve ticket #TKT-5228 on billing.,2025-02-22,2025-03-14,Medium,Support,Sam,6,Research,1
1207,Follow up with Client A.,2025-05-16,2025-05-25,Critical,Support,Isaac,5,"Marketing, HR",2
1208,Onboard new hire Jane Smith.,2025-04-10,2025-05-09,Medium,HR,Victor,10,"HR, Finance",1
1209,Follow up with Client A.,2025-06-05,,Low,Support,Frank,1,"HR, Support",6
1210,Write review on ML trends.,2025-03-21,,Critical,Research,Mark,11,"Research, Development",0
1211,Prepare pitch for ServiceX.,2025-07-12,2025-07-19,Low,Marketing,Daniel,8,Research,4
1212,Refactor payment handler.,2025-05-29,2025-06-01,Low,Development,Noah,8,"Research, Development",4
1213,Refactor auth module.,2025-05-24,2025-06-12,Low,Development,David,6,Development,6
1214,Research NLP methods.,2025-05-07,2025-06-03,Critical,Research,Chloe,1,"Research, Support",7
1215,Write review on ML trends.,2025-07-05,,High,Research,Charlie,7,"Marketing, Admin",4
1216,Review QQ2 budget report.,2025-02-27,2025-03-22,High,Finance,Oscar,6,Finance,2
1217,Process payroll for Mar.,2025-06-02,2025-06-29,Critical,Finance,Ben,3,Finance,8
1218,Update records for address update.,2025-05-14,2025-06-03,Low,HR,Emily,12,"HR, Finance",1
1219,Schedule interview for Dev.,2025-01-27,2025-02-17,High,HR,Victor,11,"HR, Finance",1
1220,Build prototype for edge AI.,2025-05-18,2025-06-16,Critical,Research,Alex,10,Research,8
1221,Draft newsletter on new features.,2025-03-29,2025-04-02,Critical,Marketing,Emily,5,"HR, Finance",1
1222,Organize legal files.,2025-06-18,2025-06-19,Critical,Admin,Henry,3,"Admin, Support",8
1223,Plan HR activity for Q4.,2025-03-24,2025-04-17,Critical,HR,Isaac,5,"Marketing, HR",2
1224,Fix bug #595 in auth.,2025-05-05,,Medium,Development,Mark,7,"Research, Development",0
1225,Fix bug #595 in auth.,2025-06-29,2025-07-26,High,Development,Zoe,7,Admin,1
1226,Schedule interview for Dev.,2025-04-22,2025-04-24,Critical,HR,Emily,8,"HR, Finance",1
1227,Process payroll for Jan.,2025-05-01,2025-05-22,Low,Finance,Natalie,1,Finance,7
1228,Prepare pitch for ServiceX.,2025-02-12,2025-02-13,Low,Marketing,Jack,11,Admin,8
1229,Update travel log for Sarah D..,2025-02-03,,Medium,Admin,Jack,5,Admin,8
1230,Update guide on troubleshoot.,2025-05-01,2025-05-15,Low,Support,Yara,10,"Admin, Development",6
1231,Resolve ticket #TKT-8308 on billing.,2025-04-17,2025-05-07,High,Support,Charlie,10,"Marketing, Admin",4
1232,Build prototype for blockchain.,2025-06-13,2025-07-07,Critical,Research,Hannah,9,Research,1
1233,Deploy v1.7 to production.,2025-07-01,,Medium,Development,Liam,5,Development,0
1234,Implement dashboard in backend.,2025-03-13,2025-03-20,Low,Development,Peter,6,Development,8
1235,Process payroll for Mar.,2025-07-22,2025-08-16,Low,Finance,Natalie,9,Finance,7
1236,Review QQ4 budget report.,2025-07-18,,Low,Finance,Ben,4,Finance,8
1237,Deploy v1.7 to production.,2025-06-18,2025-06-21,Critical,Development,Henry,10,"Admin, Support",8
1238,Research Vision methods.,2025-02-04,2025-03-04,Critical,Research,Noah,3,"Research, Development",4
1239,Reconcile travel fund records.,2025-07-20,,Medium,Finance,Felix,3,Finance,6
1240,Refactor payment handler.,2025-06-08,2025-06-23,High,Development,Noah,1,"Research, Development",4
1241,Resolve ticket #TKT-5035 on login.,2025-05-31,2025-06-16,Critical,Support,Karen,4,Support,7
1242,Schedule meeting with CTO.,2025-02-24,2025-02-27,Critical,Admin,Yara,1,"Admin, Development",6
1243,Schedule interview for Dev.,2025-05-31,2025-06-23,Critical,HR,Henry,1,"Admin, Support",8
1244,Prepare pitch for AI Tool.,2025-02-04,,Low,Marketing,Daniel,8,Research,4
1245,Optimize search performance.,2025-05-25,2025-06-14,High,Development,Kevin,5,Development,7
1246,Update travel log for Sarah D..,2025-03-29,,Medium,Admin,Noah,5,"Research, Development",4
1247,Explore trends in tech.,2025-07-22,2025-07-30,High,Research,Wendy,1,Research,1
1248,Schedule interview for Dev.,2025-02-16,2025-03-09,High,HR,Kevin,3,Development,7
1249,Plan HR activity for Q2.,2025-03-01,,Critical,HR,Eve,10,"Finance, HR",5
1250,Fix bug #500 in UI.,2025-05-28,,Medium,Development,Wendy,9,Research,1
1251,Reconcile petty cash records.,2025-06-21,2025-06-22,High,Finance,Felix,11,Finance,6
1252,Design assets for Product Launch.,2025-05-03,,High,Marketing,Emily,1,"HR, Finance",1
1253,Optimize encryption performance.,2025-07-13,2025-07-27,Medium,Development,Xavier,10,Development,3
1254,Update travel log for Chris W..,2025-02-01,2025-03-01,Medium,Admin,Alice,7,Admin,3
1255,Refactor payment handler.,2025-05-03,2025-05-24,High,Development,Tina,9,Development,0
1256,Organize finance files.,2025-02-04,2025-02-11,Critical,Admin,Ivy,11,Admin,4
1257,Follow up with Client A.,2025-02-11,2025-02-14,Medium,Support,Karen,1,Support,7
1258,Schedule meeting with CTO.,2025-05-03,2025-05-20,Critical,Admin,Charlie,2,"Marketing, Admin",4
1259,Follow up with Customer B.,2025-02-11,,Low,Support,Bob,7,Support,0
1260,Schedule meeting with CEO.,2025-07-13,2025-07-21,Critical,Admin,Grace,7,Marketing,0
1261,Build prototype for blockchain.,2025-06-12,2025-07-09,Critical,Research,Lily,6,"Research, Support",2
1262,Resolve ticket #TKT-5035 on billing.,2025-05-13,2025-06-06,Medium,Support,Bob,12,Support,0
1263,Review QQ1 budget report.,2025-06-13,2025-06-28,High,Finance,Ben,1,Finance,8
1264,Write review on ML trends.,2025-07-18,2025-07-25,Low,Research,Hannah,1,Research,1
1265,Reconcile travel fund records.,2025-02-04,,High,Finance,Uma,12,"Finance, Admin",1
1266,Build prototype for edge AI.,2025-05-08,2025-05-24,Low,Research,Alex,12,Research,8
1267,Resolve ticket #TKT-6857 on login.,2025-01-31,2025-02-11,High,Support,David,7,Development,6
1268,Optimize search performance.,2025-01-28,2025-02-02,Low,Development,Jessica,8,HR,7
1269,Organize finance files.,2025-02-15,2025-03-12,Low,Admin,Jack,10,Admin,8
1270,Plan HR activity for Q1.,2025-05-19,2025-06-06,Critical,HR,Emily,11,"HR, Finance",1
1271,Review QQ1 budget report.,2025-05-15,,Medium,Finance,Liam,1,Development,0
1272,Update guide on reset password.,2025-05-22,2025-06-21,Medium,Support,Henry,3,"Admin, Support",8
1273,Explore trends in finance.,2025-05-19,2025-06-18,Critical,Research,Olivia,2,Research,3
1274,Assist with analytics.,2025-04-09,2025-04-23,Medium,Support,Frank,3,"HR, Support",6
1275,Write review on DL models.,2025-03-26,2025-04-07,Low,Research,Eve,6,"Finance, HR",5
1276,Organize legal files.,2025-02-14,2025-03-05,Low,Admin,Ben,3,Finance,8
1277,Assist with subscription.,2025-03-17,,Medium,Support,Frank,7,"HR, Support",6
1278,Update records for promotion.,2025-03-24,2025-04-08,Low,HR,Natalie,6,Finance,7
1279,Resolve ticket #TKT-5035 on login.,2025-03-16,2025-03-28,Medium,Support,Kevin,1,Development,7
1280,Audit petty cash expenses.,2025-03-03,2025-03-11,Medium,Finance,Daniel,2,Research,4
1281,Build prototype for blockchain.,2025-03-25,2025-04-21,Critical,Research,Rachel,6,"Research, Development",2
1282,Schedule meeting with CTO.,2025-02-04,2025-02-22,High,Admin,Yara,8,"Admin, Development",6
1283,Refactor payment handler.,2025-04-07,2025-04-12,Critical,Development,Isaac,11,"Marketing, HR",2
1284,Implement login in API.,2025-07-19,2025-07-21,High,Development,Kevin,7,Development,7
1285,Deploy v1.7 to production.,2025-06-14,,Medium,Development,Kevin,2,Development,7
1286,Research Vision methods.,2025-02-02,2025-02-14,Critical,Research,Chloe,12,"Research, Support",7
1287,Review QQ3 budget report.,2025-02-26,2025-03-06,High,Finance,Frank,5,"HR, Support",6
1288,Manage supplies for HQ.,2025-05-31,2025-06-01,Medium,Admin,Charlie,9,"Marketing, Admin",4
1289,Write review on ML trends.,2025-01-27,2025-02-16,Critical,Research,Lily,6,"Research, Support",2
1290,Review QQ2 budget report.,2025-03-21,,Medium,Finance,David,10,Development,6
1291,Audit petty cash expenses.,2025-06-11,2025-06-16,High,Finance,Peter,6,Development,8
1292,Deploy v1.7 to production.,2025-06-28,2025-07-18,Low,Development,Tina,3,Development,0
1293,Manage supplies for Branch A.,2025-03-15,2025-03-19,Low,Admin,Zoe,4,Admin,1
1294,Resolve ticket #TKT-5106 on login.,2025-04-05,2025-04-13,Medium,Support,Sam,2,Research,1
1295,Update records for address update.,2025-06-05,2025-06-13,Low,HR,Jessica,5,HR,7
1296,Build prototype for blockchain.,2025-04-27,2025-05-07,Medium,Research,Uma,8,"Finance, Admin",1
1297,Process payroll for Mar.,2025-07-24,,Low,Finance,Victor,12,"HR, Finance",1
1298,Optimize search performance.,2025-05-02,2025-05-25,Medium,Development,David,12,Development,6
1299,Resolve ticket #TKT-2624 on login.,2025-07-23,,High,Support,Karen,9,Support,7
1300,Explore trends in finance.,2025-02-24,,High,Research,Lily,4,"Research, Support",2
1301,Process payroll for Mar.,2025-06-24,2025-07-04,Medium,Finance,Yara,3,"Admin, Development",6
1302,Organize finance files.,2025-04-20,2025-04-23,Low,Admin,Yara,6,"Admin, Development",6
1303,Build prototype for blockchain.,2025-06-18,2025-06-24,Critical,Research,Lily,7,"Research, Support",2
1304,Schedule interview for Dev.,2025-04-09,2025-05-02,Critical,HR,Eve,11,"Finance, HR",5
1305,Reconcile petty cash records.,2025-04-16,2025-04-21,Critical,Finance,Oscar,1,Finance,2
1306,Research Vision methods.,2025-07-20,2025-08-18,Critical,Research,Wendy,3,Research,1
1307,Explore trends in tech.,2025-07-05,2025-07-17,Critical,Research,Wendy,4,Research,1
1308,Update guide on troubleshoot.,2025-07-10,2025-07-27,High,Support,Xavier,10,Development,3
1309,Refactor payment handler.,2025-04-21,2025-05-14,Low,Development,Natalie,9,Finance,7
1310,Refactor payment handler.,2025-02-13,2025-03-03,Critical,Development,Peter,5,Development,8
1311,Write review on ML trends.,2025-06-21,,High,Research,Sam,2,Research,1
1312,Explore trends in finance.,2025-06-19,2025-07-04,High,Research,Sam,3,Research,1
1313,Analyze QQ3 campaign data.,2025-02-11,2025-03-02,Low,Marketing,Peter,6,Development,8
1314,Schedule interview for Dev.,2025-04-01,2025-04-24,Low,HR,Eve,2,"Finance, HR",5
1315,Prepare pitch for ServiceX.,2025-03-25,2025-04-05,Medium,Marketing,Isaac,9,"Marketing, HR",2
1316,Analyze QQ1 campaign data.,2025-03-21,2025-04-04,High,Marketing,Grace,5,Marketing,0
1317,Organize finance files.,2025-05-07,2025-05-15,Critical,Admin,Uma,4,"Finance, Admin",1
1318,Optimize search performance.,2025-01-27,,High,Development,Sam,4,Research,1
1319,Fix bug #155 in UI.,2025-06-24,,Critical,Development,Quinn,8,Research,2
1320,Audit petty cash expenses.,2025-05-07,2025-05-20,Low,Finance,Felix,12,Finance,6
1321,Explore trends in finance.,2025-04-30,2025-05-19,Low,Research,Mark,6,"Research, Development",0
1322,Update travel log for Sarah D..,2025-07-01,2025-07-05,Low,Admin,Victor,11,"HR, Finance",1
1323,Implement login in backend.,2025-03-04,2025-03-05,Low,Development,Uma,10,"Finance, Admin",1
1324,Schedule interview for Marketer.,2025-03-13,2025-03-26,Low,HR,Victor,7,"HR, Finance",1
1325,Explore trends in finance.,2025-02-09,,High,Research,Wendy,5,Research,1
1326,Schedule meeting with CEO.,2025-04-20,2025-05-20,Medium,Admin,Zoe,1,Admin,1
1327,Implement login in API.,2025-03-08,2025-03-12,High,Development,Tina,7,Development,0
