task_id,task_description,creation_date,due_date,priority,task_category,assigned_to,estimated_effort_hours,user_preferred_categories,user_past_completion_time_avg_hours,user_current_workload
908,Onboard new hire Jane Smith.,2025-01-20,,Low,HR,Tina,5,"Support, Development",3.6216459635052445,8
909,Prepare literature review on deep learning architectures.,2025-04-13,,High,Research,Kevin,5,"Marketing, Research",4.862091593477015,7
910,Analyze market trends for healthcare.,2025-02-11,2025-02-19,High,Research,Mia,10,"Finance, Research",9.029520330371653,8
911,Research competitor Competitor A.,2025-05-23,2025-06-03,High,Marketing,Emily,5,"HR, Marketing",6.308737343217359,5
912,Optimize encryption for performance.,2025-02-04,2025-02-23,Critical,Development,Isaac,14,Development,8.761894137397698,5
913,Implement reporting in the API.,2025-04-18,2025-05-06,High,Development,David,7,"Development, Marketing",7.17565478893349,6
914,Research new AI algorithms for computer vision.,2025-06-25,,Medium,Research,Mia,11,"Finance, Research",9.029520330371653,8
915,Onboard new hire Michael Brown.,2025-02-07,2025-02-26,Low,HR,Yara,6,Marketing,9.16830741477354,1
916,Deploy v3.0 to production.,2025-03-26,2025-04-21,Low,Development,Peter,12,"Marketing, Finance",4.826433608766385,5
917,Research competitor Competitor B.,2025-03-26,2025-04-16,High,Marketing,Grace,8,Marketing,4.018330924725743,8
918,Escalate complex issue to Development Team.,2025-03-25,2025-04-20,Critical,Support,Daniel,18,"Support, Marketing",9.116648644946071,6
919,Prepare payroll for January.,2025-02-26,2025-03-25,Low,Finance,Quinn,7,"Development, Support",3.464227970981211,4
920,Draft email newsletter for company news.,2025-02-26,2025-03-12,Low,Marketing,Henry,7,"HR, Marketing",6.726911864478398,2
921,Process invoices for Sales.,2025-03-01,2025-03-28,Medium,Finance,Chloe,4,Finance,5.175381946852099,8
922,Create social media campaign for Service X.,2025-04-21,2025-04-30,High,Marketing,Yara,10,Marketing,9.16830741477354,1
923,Escalate complex issue to Tier 2 Support.,2025-02-27,2025-03-12,Low,Support,Mia,7,"Finance, Research",9.029520330371653,8
924,Reconcile petty cash statements.,2025-05-26,,Low,Finance,Ivy,1,Finance,4.695706517915235,8
925,Develop prototype for edge AI.,2025-03-04,,Medium,Research,Charlie,8,"Finance, Admin",5.468591858102769,7
926,Prepare payroll for April.,2025-05-16,2025-05-23,High,Finance,Ivy,6,Finance,4.695706517915235,8
927,Draft email newsletter for company news.,2025-05-30,2025-06-05,Critical,Marketing,Wendy,15,"Admin, Research",6.105603273126828,8
928,Fix bug #644 in UI.,2025-06-23,2025-07-11,Low,Development,Ivy,8,Finance,4.695706517915235,8
929,Research competitor Competitor B.,2025-05-09,2025-05-21,Critical,Marketing,Hannah,17,"Marketing, Development",8.616576794366768,1
930,Process invoices for Marketing.,2025-03-05,2025-03-26,Critical,Finance,Zoe,12,Finance,3.529851632961227,4
931,Order office supplies for Headquarters.,2025-05-05,2025-05-31,Low,Admin,Sam,7,"Admin, Support",4.882980999101189,7
932,Draft new HR policy.,2025-02-16,2025-02-21,Medium,HR,Wendy,7,"Admin, Research",6.105603273126828,8
933,Process invoices for Sales.,2025-02-15,2025-03-09,Critical,Finance,Liam,11,"Marketing, Finance",7.646306669857175,7
934,Implement analytics in the API.,2025-07-10,,Low,Development,Felix,12,Development,6.326325553825599,5
935,Analyze market trends for healthcare.,2025-03-24,2025-04-15,Medium,Research,Wendy,8,"Admin, Research",6.105603273126828,8
936,Prepare presentation for Annual Summit.,2025-06-01,,Medium,Marketing,Bob,7,Marketing,7.569853667031811,8
937,Prepare payroll for May.,2025-04-14,,Medium,Finance,Mia,5,"Finance, Research",9.029520330371653,8
938,Develop prototype for blockchain.,2025-06-29,,High,Research,Isaac,9,Development,8.761894137397698,5
939,Schedule interviews for Marketing Manager.,2025-06-17,2025-06-18,Critical,HR,Bob,18,Marketing,7.569853667031811,8
940,Schedule meeting with Team Lead.,2025-02-02,2025-02-10,High,Admin,Charlie,11,"Finance, Admin",5.468591858102769,7
941,Provide technical assistance for reporting tools.,2025-02-08,2025-02-10,Critical,Support,Lily,9,"Finance, Support",5.13164526027243,4
942,Organize company documents for project.,2025-03-21,2025-04-18,High,Admin,Ben,5,Admin,4.809463841776423,8
943,Deploy v3.0 to production.,2025-01-21,2025-02-15,Critical,Development,Tina,10,"Support, Development",3.6216459635052445,8
944,Optimize search for performance.,2025-06-04,2025-07-03,Medium,Development,Zoe,5,Finance,3.529851632961227,4
945,Prepare presentation for Product Launch.,2025-01-22,2025-02-10,High,Marketing,Charlie,8,"Finance, Admin",5.468591858102769,7
946,Draft email newsletter for company news.,2025-04-11,2025-04-24,Critical,Marketing,Yara,8,Marketing,9.16830741477354,1
947,Analyze QQ3 marketing spend.,2025-02-27,2025-03-05,Medium,Marketing,Yara,6,Marketing,9.16830741477354,1
948,Update knowledge base article on password reset.,2025-02-11,,Low,Support,Lily,8,"Finance, Support",5.13164526027243,4
949,Schedule meeting with CTO.,2025-03-18,2025-04-02,Critical,Admin,Ben,16,Admin,4.809463841776423,8
950,Prepare presentation for Product Launch.,2025-07-07,2025-08-01,High,Marketing,Mark,7,Marketing,3.272879263443162,6
951,Plan team-building event for Q4.,2025-04-13,2025-04-29,Low,HR,Oscar,6,Development,5.266581894916864,8
952,Process invoices for Marketing.,2025-06-25,2025-07-10,Medium,Finance,Frank,2,"Finance, Admin",4.461671526421454,5
953,Analyze market trends for tech.,2025-06-17,2025-06-21,Critical,Research,Mark,5,Marketing,3.272879263443162,6
954,Deploy v3.0 to production.,2025-07-13,2025-07-17,Medium,Development,Hannah,10,"Marketing, Development",8.616576794366768,1
955,Prepare presentation for Annual Summit.,2025-06-11,,Low,Marketing,Kevin,4,"Marketing, Research",4.862091593477015,7
956,Reconcile travel budget statements.,2025-05-23,2025-06-15,Critical,Finance,Ivy,18,Finance,4.695706517915235,8
957,Prepare payroll for May.,2025-03-03,2025-03-17,High,Finance,Zoe,9,Finance,3.529851632961227,4
958,Follow up on pending Client A request.,2025-06-06,2025-06-07,Medium,Support,Kevin,8,"Marketing, Research",4.862091593477015,7
959,Prepare payroll for February.,2025-06-20,2025-06-22,Low,Finance,Noah,4,"HR, Research",9.40024889822967,3
960,Resolve customer ticket #TKT-2599 for billing error.,2025-03-15,,High,Support,Victor,8,Support,9.846408648143122,5
961,Schedule interviews for Software Engineer.,2025-05-23,2025-06-17,High,HR,Felix,5,Development,6.326325553825599,5
962,Refactor authentication module.,2025-03-31,,Medium,Development,Henry,14,"HR, Marketing",6.726911864478398,2
963,Order office supplies for Headquarters.,2025-01-25,,Low,Admin,Charlie,6,"Finance, Admin",5.468591858102769,7
964,Escalate complex issue to Development Team.,2025-06-22,,High,Support,Karen,6,Support,9.855336239448196,3
965,Develop prototype for blockchain.,2025-06-07,2025-06-08,Low,Research,Victor,9,Support,9.846408648143122,5
966,Refactor authentication module.,2025-02-02,2025-02-09,High,Development,Isaac,5,Development,8.761894137397698,5
967,Update knowledge base article on password reset.,2025-04-08,2025-05-01,Low,Support,Hannah,2,"Marketing, Development",8.616576794366768,1
968,Fix bug #425 in database.,2025-07-13,2025-08-11,Low,Development,David,15,"Development, Marketing",7.17565478893349,6
969,Follow up on pending Customer B request.,2025-04-05,2025-04-13,High,Support,Daniel,8,"Support, Marketing",9.116648644946071,6
970,Analyze market trends for tech.,2025-07-16,2025-07-26,Critical,Research,Grace,7,Marketing,4.018330924725743,8
971,Analyze QQ3 marketing spend.,2025-04-14,2025-04-27,Medium,Marketing,Henry,1,"HR, Marketing",6.726911864478398,2
972,Resolve customer ticket #TKT-4989 for billing error.,2025-05-03,2025-05-06,Low,Support,Karen,3,Support,9.855336239448196,3
973,Update knowledge base article on troubleshooting guide.,2025-02-22,2025-03-08,High,Support,Victor,9,Support,9.846408648143122,5
974,Create social media campaign for Software Suite.,2025-07-09,,Medium,Marketing,Peter,6,"Marketing, Finance",4.826433608766385,5
975,Provide technical assistance for subscription management.,2025-06-12,2025-07-10,Critical,Support,Wendy,23,"Admin, Research",6.105603273126828,8
976,Review QQ3 budget report.,2025-04-07,2025-05-03,Critical,Finance,Yara,8,Marketing,9.16830741477354,1
977,Schedule meeting with CEO.,2025-06-15,2025-07-13,Low,Admin,Wendy,3,"Admin, Research",6.105603273126828,8
978,Develop prototype for edge AI.,2025-01-25,2025-01-29,Low,Research,Kevin,14,"Marketing, Research",4.862091593477015,7
979,Research competitor Competitor B.,2025-03-11,,Low,Marketing,Alice,3,"Support, Marketing",8.55145246285532,1
980,Follow up on pending Client A request.,2025-03-12,2025-03-17,High,Support,Victor,4,Support,9.846408648143122,5
981,Schedule interviews for Software Engineer.,2025-03-03,2025-03-26,Critical,HR,David,12,"Development, Marketing",7.17565478893349,6
982,Write unit tests for calculate_total.,2025-04-28,2025-04-29,Low,Development,Grace,6,Marketing,4.018330924725743,8
983,Prepare literature review on machine learning trends.,2025-07-11,,High,Research,David,6,"Development, Marketing",7.17565478893349,6
984,Follow up on pending Client A request.,2025-04-28,2025-05-19,Low,Support,Alice,6,"Support, Marketing",8.55145246285532,1
985,Coordinate travel arrangements for Chris Wilson.,2025-05-08,2025-05-10,Critical,Admin,Charlie,18,"Finance, Admin",5.468591858102769,7
986,Audit QQ3 expenses.,2025-02-16,2025-02-23,Critical,Finance,Ivy,14,Finance,4.695706517915235,8
987,Deploy v3.0 to production.,2025-02-28,,Medium,Development,Xavier,12,"Development, Finance",7.64239563058834,1
988,Research new AI algorithms for natural language processing.,2025-02-06,2025-02-13,Low,Research,Mia,8,"Finance, Research",9.029520330371653,8
989,Process invoices for Marketing.,2025-03-08,2025-04-02,Medium,Finance,Liam,4,"Marketing, Finance",7.646306669857175,7
990,Escalate complex issue to Development Team.,2025-04-03,,Critical,Support,Ivy,21,Finance,4.695706517915235,8
991,Provide technical assistance for reporting tools.,2025-04-25,2025-05-16,Critical,Support,Jack,9,"Admin, Research",5.860282541589919,3
992,Research new AI algorithms for computer vision.,2025-01-21,2025-01-27,High,Research,Olivia,15,"Admin, Research",7.589919813439466,6
993,Provide technical assistance for subscription management.,2025-06-18,2025-07-02,Medium,Support,Tina,5,"Support, Development",3.6216459635052445,8
994,Fix bug #922 in UI.,2025-02-06,2025-02-25,Low,Development,Mia,15,"Finance, Research",9.029520330371653,8
995,Prepare payroll for June.,2025-04-09,2025-04-28,Medium,Finance,Natalie,5,"Finance, Marketing",4.517745395195611,3
996,Analyze market trends for tech.,2025-02-04,2025-02-11,Critical,Research,Kevin,13,"Marketing, Research",4.862091593477015,7
997,Schedule interviews for Software Engineer.,2025-05-09,2025-06-03,Low,HR,Lily,6,"Finance, Support",5.13164526027243,4
998,Analyze QQ4 marketing spend.,2025-07-03,2025-07-12,Low,Marketing,Natalie,7,"Finance, Marketing",4.517745395195611,3
999,Coordinate travel arrangements for Chris Wilson.,2025-05-17,2025-05-27,Critical,Admin,Wendy,20,"Admin, Research",6.105603273126828,8
1000,Prepare payroll for June.,2025-07-14,,Medium,Finance,Natalie,7,"Finance, Marketing",4.517745395195611,3
1001,Process invoices for Sales.,2025-02-16,2025-03-01,Critical,Finance,Alex,19,Finance,9.579854647699872,6
1002,Schedule meeting with Team Lead.,2025-06-07,2025-07-04,Medium,Admin,Frank,2,"Finance, Admin",4.461671526421454,5
1003,Optimize sorting for performance.,2025-03-05,2025-03-06,Low,Development,David,11,"Development, Marketing",7.17565478893349,6
1004,Resolve customer ticket #TKT-2599 for billing error.,2025-04-25,2025-04-29,High,Support,Victor,8,Support,9.846408648143122,5
1005,Review QQ3 budget report.,2025-04-27,2025-05-07,Medium,Finance,Mia,8,"Finance, Research",9.029520330371653,8
1006,Escalate complex issue to Tier 2 Support.,2025-06-16,2025-06-29,Medium,Support,Tina,4,"Support, Development",3.6216459635052445,8
1007,Organize company documents for financial.,2025-02-27,2025-03-22,Critical,Admin,Lily,22,"Finance, Support",5.13164526027243,4
1008,Create social media campaign for Software Suite.,2025-04-23,2025-05-06,Critical,Marketing,Hannah,9,"Marketing, Development",8.616576794366768,1
1009,Onboard new hire John Doe.,2025-07-08,2025-08-05,High,HR,Emily,9,"HR, Marketing",6.308737343217359,5
1010,Prepare presentation for Product Launch.,2025-04-20,2025-04-27,Low,Marketing,Natalie,8,"Finance, Marketing",4.517745395195611,3
1011,Provide technical assistance for reporting tools.,2025-05-21,2025-06-10,Critical,Support,Quinn,13,"Development, Support",3.464227970981211,4
1012,Escalate complex issue to Tier 2 Support.,2025-04-24,2025-04-25,Low,Support,Eve,6,"Marketing, Development",8.954401079151518,3
1013,Manage facility maintenance.,2025-03-04,2025-03-09,Critical,Admin,Jessica,8,Admin,9.674887732588516,7
1014,Develop prototype for blockchain.,2025-02-22,,Low,Research,Olivia,14,"Admin, Research",7.589919813439466,6
1015,Analyze market trends for finance.,2025-07-11,,Low,Research,Liam,9,"Marketing, Finance",7.646306669857175,7
1016,Research competitor Competitor A.,2025-04-11,2025-04-18,Critical,Marketing,Bob,20,Marketing,7.569853667031811,8
1017,Manage facility maintenance.,2025-01-28,2025-02-10,Low,Admin,Olivia,7,"Admin, Research",7.589919813439466,6
1018,Reconcile petty cash statements.,2025-07-15,2025-07-20,Critical,Finance,Zoe,15,Finance,3.529851632961227,4
1019,Prepare payroll for April.,2025-03-07,,Low,Finance,Frank,7,"Finance, Admin",4.461671526421454,5
1020,Coordinate travel arrangements for Chris Wilson.,2025-07-05,2025-07-31,Critical,Admin,Jessica,14,Admin,9.674887732588516,7
1021,Process invoices for Marketing.,2025-02-06,2025-02-23,Medium,Finance,Wendy,6,"Admin, Research",6.105603273126828,8
1022,Provide technical assistance for subscription management.,2025-06-20,2025-06-28,High,Support,Victor,12,Support,9.846408648143122,5
1023,Research new AI algorithms for natural language processing.,2025-05-25,2025-06-16,High,Research,Rachel,6,Research,6.307802224356129,7
1024,Reconcile travel budget statements.,2025-02-26,2025-03-28,High,Finance,Ivy,11,Finance,4.695706517915235,8
1025,Write unit tests for get_user_data.,2025-03-18,2025-03-29,Critical,Development,Oscar,5,Development,5.266581894916864,8
1026,Fix bug #425 in network.,2025-05-17,2025-06-14,Critical,Development,Felix,14,Development,6.326325553825599,5
1027,Optimize search for performance.,2025-01-27,2025-02-11,Critical,Development,Peter,8,"Marketing, Finance",4.826433608766385,5
1028,Research competitor Competitor B.,2025-06-26,2025-07-14,Medium,Marketing,Bob,1,Marketing,7.569853667031811,8
1029,Reconcile travel budget statements.,2025-05-27,2025-06-16,High,Finance,Quinn,7,"Development, Support",3.464227970981211,4
1030,Create social media campaign for Software Suite.,2025-05-12,2025-05-29,Medium,Marketing,Bob,5,Marketing,7.569853667031811,8
1031,Draft new HR policy.,2025-03-13,2025-04-01,Low,HR,Uma,2,Admin,8.640243477370621,2
1032,Schedule interviews for Marketing Manager.,2025-06-12,2025-06-27,Low,HR,Zoe,8,Finance,3.529851632961227,4
1033,Provide technical assistance for subscription management.,2025-07-18,2025-08-03,Critical,Support,Alex,22,Finance,9.579854647699872,6
1034,Review QQ1 budget report.,2025-03-30,2025-04-10,Medium,Finance,Alex,4,Finance,9.579854647699872,6
1035,Prepare presentation for Annual Summit.,2025-01-31,2025-02-16,Critical,Marketing,Isaac,8,Development,8.761894137397698,5
1036,Analyze QQ1 marketing spend.,2025-02-13,2025-02-16,Critical,Marketing,Grace,8,Marketing,4.018330924725743,8
1037,Order office supplies for Headquarters.,2025-03-31,2025-04-14,High,Admin,Frank,11,"Finance, Admin",4.461671526421454,5
1038,Resolve customer ticket #TKT-3837 for login issue.,2025-02-02,2025-02-26,Low,Support,Lily,4,"Finance, Support",5.13164526027243,4
1039,Resolve customer ticket #TKT-2599 for software bug.,2025-01-22,,Critical,Support,David,12,"Development, Marketing",7.17565478893349,6
1040,Manage facility maintenance.,2025-04-26,2025-05-23,Critical,Admin,Uma,9,Admin,8.640243477370621,2
1041,Audit QQ3 expenses.,2025-04-26,2025-05-13,High,Finance,Zoe,8,Finance,3.529851632961227,4
1042,Schedule interviews for Marketing Manager.,2025-06-25,,High,HR,Emily,7,"HR, Marketing",6.308737343217359,5
1043,Onboard new hire John Doe.,2025-03-14,2025-04-09,Critical,HR,Ben,18,Admin,4.809463841776423,8
1044,Draft email newsletter for latest features.,2025-06-18,2025-06-25,Low,Marketing,Daniel,3,"Support, Marketing",9.116648644946071,6
1045,Implement analytics in the database.,2025-02-08,2025-03-04,Critical,Development,Hannah,7,"Marketing, Development",8.616576794366768,1
1046,Organize company documents for financial.,2025-05-12,2025-05-31,Critical,Admin,Ivy,16,Finance,4.695706517915235,8
1047,Conduct user interviews for checkout process.,2025-07-16,2025-07-23,Critical,Research,Jessica,13,Admin,9.674887732588516,7
1048,Update knowledge base article on password reset.,2025-03-26,2025-04-25,High,Support,Daniel,11,"Support, Marketing",9.116648644946071,6
1049,Provide technical assistance for reporting tools.,2025-06-12,2025-06-13,Medium,Support,Karen,3,Support,9.855336239448196,3
